Country,City,AccentCity,Region,Population,Latitude,Longitude
th,ban kok kloi,Ban Kok Kloi,61,,8.2735,98.314445
jp,abashiri,Abashiri,12,42498,44.019722,144.258611
gb,hope,Hope,D3,,53.35,-1.75
gb,hope,Hope,D4,,50.25,-3.85
kp,ummandai,Ummandai,17,,40.9491667,129.7488889
ir,gizmel-e pa'in,Gizmel-e Pa'in,16,,35.7055,46.789
lr,dennis farm,Dennis Farm,17,,6.6666667,-10.35
us,iron furnace,Iron Furnace,NY,,43.4952778,-73.5458333
gb,hope under dinmore,Hope under Dinmore,F7,,52.183333,-2.716667
ru,nasonova,Nasonova,71,,56.85,62.7
ir,`arababad,`Arababad,44,,35.8219,50.7997
gb,hopton,Hopton,I9,,52.533333,1.733333
gb,hopton,Hopton,N1,,52.833333,-2.1
gb,hopton,Hopton,N5,,52.366667,.933333
gb,hopton on sea,Hopton on Sea,I9,,52.533333,1.733333
tr,taslan,Taslan,37,,41.366003,33.885526
id,bajar,Bajar,18,,-8.5646,120.5415
sy,shukhrash at tahtani,Shukhrash at Tahtani,01,,36.9333333,40.8
ir,yowrqanlu,Yowrqanlu,01,,37.6344,44.9936
gb,horden,Horden,D8,,54.75,-1.283333
pk,chistiwala,Chistiwala,04,,31.887947,71.217696
gb,hordle,Hordle,F2,,50.75,-1.6
om,lakbah,Lakbah,08,,18.0833333,56.4833333
gb,horeham,Horeham,E2,,50.916667,.25
lk,palippotana,Palippotana,30,,8.5166667,80.6666667
gb,horkesley,Horkesley,E4,,51.933333,.866667
us,west bethany,West Bethany,NY,,42.9138889,-78.1925000
ru,tervenichi,Tervenichi,42,,60.322294,34.097264
ir,deh-e murd,Deh-e Murd,07,,29.7509,54.0081
nl,moordhuizen,Moordhuizen,03,,51.815167,5.442962
gb,hornblotton green,Hornblotton Green,M3,,51.098611,-2.588333
it,dorrecatona,Dorrecatona,03,,38.183333,15.633333
gb,hornby,Hornby,H2,,54.1,-2.633333
mx,pozos,Pozos,20,,16.283333,-94.333333
th,ban nong kung pao,Ban Nong Kung Pao,76,,16.943306,103.286417
gw,bolaba,Bolabá,04,,11.6666667,-14.0
gb,horncliffe,Horncliffe,J6,,55.75,-2.116667
ma,douar oulad souilem,Douar Oulad Souilem,51,,32.464103,-9.056331
id,tembelang,Tembelang,08,,-7.4781,112.2318
gl,trigtut,Trigtut,03,,61.2,-48.1666667
tt,carenage,Carenage,08,,10.6833333,-61.6
us,cinco bayou,Cinco Bayou,FL,,30.4219444,-86.6094444
ru,volchkar,Volchkar,62,,54.701936,41.530236
id,balla,Balla,41,,-3.1185,119.4803
gb,horningsham,Horningsham,P8,,51.1725,-2.2725
tr,turkeslik,Turkeslik,58,,39.906091,37.994994
th,ban takhian tai,Ban Takhian Tai,30,,14.766556,104.454445
gb,hornton,Hornton,K2,,52.083333,-1.416667
gb,horrabridge,Horrabridge,D4,,50.505833,-4.0975
gb,horringford,Horringford,G2,,50.666667,-1.233333
gb,horsebridge,Horsebridge,E2,,50.866667,.233333
mx,nuevo cuauhtemoc,Nuevo Cuauhtémoc,06,,31.533333,-107.25
ru,monastyrskoye,Monastyrskoye,46,,54.092523,45.133481
gb,horsell,Horsell,N7,,51.316667,-.566667
ma,takerbount,Takerbount,55,,30.048489,-8.755628
gb,horsey,Horsey,I9,,52.733333,1.666667
ht,lagune figuier,Lagune Figuier,07,,18.8,-71.8
ir,mazra`eh laleh andar,Mazra`eh Laleh Andar,40,,31.638323,54.011067
ph,kabanaoan,Kabañaoan,20,,14.165741,121.010425
gb,horsham,Horsham,P6,50680,51.05,-.333333
gb,horsham saint faith,Horsham Saint Faith,I9,,52.683333,1.283333
gb,horsington,Horsington,H7,,53.2,-.216667
gb,horsley,Horsley,E6,,51.683333,-2.233333
mm,hkanghkai,Hkanghkai,11,,22.15,97.1666667
gb,horsley,Horsley,N7,,51.25,-.433333
pl,kolonia franciszkowo,Kolonia Franciszkowo,73,,52.921945,19.321429
pk,goth raja,Goth Raja,05,,24.315444,68.290524
kz,vladimirovskiy,Vladimirovskiy,15,,50.183333,80.9
us,allah,Allah,AZ,,33.9280556,-112.6900000
us,carlton,Carlton,TN,,35.8244444,-84.0261111
ua,novopavlovka,NovoPavlovka,16,,47.016667,32.333333
kz,pavlovskoye,Pavlovskoye,03,,51.406667,72.634444
lk,baliwila,Baliwila,36,,7.05,80.0833333
kr,kundongne,Kundongne,16,,34.6575,126.888056
ru,shamovka,Shamovka,10,,52.385035,32.473198
gb,horton in ribblesdale,Horton in Ribblesdale,J7,,54.133333,-2.283333
gb,horton kirby,Horton Kirby,G5,,51.383333,.233333
ve,altagracia,Altagracia,02,,8.5647222,-64.0661111
gb,hose,Hose,H5,,52.833333,-.9
gh,esuampa,Esuampa,09,,5.4333333,-2.15
id,wajamli,Wajamli,29,,.966667,128.516667
gb,hougary,Hougary,W8,,57.6,-7.55
ru,portsino,Portsino,47,,56.2735,36.12
id,wolonkotit,Wolonkotit,18,,-8.6785,122.3329
gb,hougharry,Hougharry,W8,,57.6,-7.55
tj,gulisurkh,Gulisurkh,02,,38.4436111,69.2272222
ro,cenei,Cenei,36,4754,45.715833,20.903889
ge,abazadag,Abazadag,02,,43.1166667,41.1
tr,asagiserinyer,Asagiserinyer,12,,39.202766,40.256738
so,erjegle,Erjegle,01,,3.5666667,43.85
gf,maraudeur,Maraudeur,00,,3.6,-53.7166667
mx,ignacio allende primera seccion,Ignacio Allende Primera Sección,27,,17.554167,-92.983333
ru,karchinskaya,Karchinskaya,61,,49.3525,41.641944
rs,lausi,Lausi,00,,43.648611,20.215278
gb,houghton,Houghton,Y7,,51.728889,-4.920833
gb,houghton-le-skerne,Houghton-le-Skerne,D1,,54.533333,-1.516667
so,aw yaale,Aw Yaale,04,,2.85,44.2666667
kr,botteul,Botteul,13,,37.161667,127.493333
la,ban dua tay,Ban Dua Tay,02,,15.233333,105.8
gb,houghton saint giles,Houghton Saint Giles,I9,,52.883333,.866667
gb,hounam,Hounam,T9,,55.466667,-2.35
in,sihari pariya,Sihari Pariya,36,,26.1137,79.4159
gb,hounslow,Hounslow,G1,,51.466667,-.35
gb,housetter,Housetter,W3,,60.55,-1.333333
pt,cerro da zorra,Cerro da Zorra,09,,37.15,-7.7
ru,kvashinskiy,Kvashinskiy,53,,55.4,82.066667
gb,hoveringham,Hoveringham,J9,,53.016667,-.966667
gb,hovingham,Hovingham,J7,,54.166667,-.966667
hu,bajcsa,Bajcsa,24,,46.514167,16.971667
mw,mthambalika,Mthambalika,09,,-12.7166667,33.7166667
tr,dilekci,Dilekçi,71,,37.951943,32.166457
md,chinisheutsy,Chinisheutsy,83,,47.695556,28.855
vn,ban tham,Ban Tham,32,,21.1,103.783333
ru,malaya butyrka,Malaya Butyrka,04,,52.7296,81.6647
gb,howmore,Howmore,W8,,57.3,-7.383333
jm,mount charles,Mount Charles,08,,18.0166667,-76.65
gr,papadhates,Papadhátes,19,,39.3133333,20.7925
gb,howwood,Howwood,W2,,55.8,-4.55
jo,buseira,Buseira,12,,30.737604,35.607747
pk,danakol,Danakol,03,,34.80728,72.798389
pg,dahungai,Dahungai,11,,-3.5833333,142.75
id,sukadamai,Sukadamai,01,,3.634,96.9481
ne,daoualki,Daoualki,06,,14.0166667,6.2333333
gb,hubbard bridge,Hubbard Bridge,H7,,52.966667,-.1
gb,hubberston,Hubberston,Y7,,51.712222,-5.029444
gb,hubberts bridge,Hubberts Bridge,H7,,52.966667,-.1
gb,huby,Huby,J7,,54.083333,-1.133333
gh,kosuri,Kosuri,06,,9.5166667,-1.1
gb,hucklow,Hucklow,D3,,53.3,-1.75
ir,shahrak-e golidagh,Shahrak-e Golidagh,37,,37.641147,55.944802
gb,hucknall torkard,Hucknall Torkard,J9,,53.033333,-1.2
mg,andovaky,Andovaky,02,,-24.0166667,46.9833333
pl,masuchowken,Masuchowken,85,,53.995824,22.057458
gb,huggate,Huggate,E1,,53.983333,-.65
gb,hugglescote,Hugglescote,H5,,52.7,-1.366667
kp,yongsangni,Yongsangni,11,,39.7347222,124.685
gb,hughley,Hughley,L6,,52.566667,-2.65
ir,kalihimeh,Kalihimeh,04,,26.690278,59.487222
lv,nagliena,Nagliena,09,,57.2333333,26.8166667
gb,hulcott,Hulcott,B9,,51.833333,-.766667
gb,hulland,Hulland,D3,,53.016667,-1.633333
mx,san cirilo,San Cirilo,22,,20.416667,-100.2
sy,hadid el assi,Hadid el Assi,11,,34.6833333,36.6166667
vn,nuoc ten,Nuoc Ten,27,,14.733333,108.866667
id,tuto alo,Tuto Alo,00,,8.389722,127.256389
ph,nagbokel,Nagbokel,29,,17.666667,120.466667
mt,tas-samra,Tas-Samra,00,,35.884444,14.490278
gb,humberstone,Humberstone,H4,,52.633333,-1.066667
gb,humberstone,Humberstone,J2,,53.533333,-.033333
zm,lipemba,Lipemba,03,,-14.0833333,22.9333333
id,tragal,Tragal,08,,-7.5423,112.3462
gb,humbleton,Humbleton,E1,,53.783333,-.15
mx,los carrillo,Los Carrillo,06,,26.266667,-107.333333
ru,turbenevo,Turbenevo,51,,55.851389,42.883333
ir,joft rood,Joft Rood,41,,32.86516,58.598112
gb,huna,Huna,V3,,58.65,-3.1
id,gelegormapung,Gelegormapung,17,,-8.6948,116.295
se,rojerasen,Röjeråsen,10,,60.95,14.983333
ua,pikov,Pikov,23,,49.561021,28.278905
sy,qanat al furrah,Qanat al Furrah,09,,36.4833333,37.9
id,waropko,Waropko,36,,-5.583333,140.783333
jo,khirbat suweilma,Khirbat Suweilma,02,,32.482673,36.151007
gb,hungerton,Hungerton,H5,,52.65,-.966667
ru,bolshoye ramenye,Bolshoye Ramenye,33,,58.686523,49.100493
mz,mualide,Mualide,07,,-13.35,35.2666667
gb,hunstanton,Hunstanton,I9,,52.95,.5
hr,ravenski prikraj,Ravenski Prikraj,06,,46.0,16.55
id,lembur tengah,Lembur Tengah,30,,-6.935833,107.077778
tj,roshorv,Roshorv,01,,38.315,72.3211111
rs,petrovaradin,Petrovaradin,00,14787,45.246667,19.879444
id,mungkruk,Mungkruk,07,,-7.241944,110.616111
ro,magura,Magura,05,,46.55,22.55
pk,ali rawana,Ali Rawana,04,,32.238889,73.136111
tr,hacifaris,Hacifaris,72,,37.265227,40.641896
ru,chemaki,Chemaki,33,,59.0205,50.4665
ru,kytalyk-sarbyt,Kytalyk-Sarbyt,63,,69.2,134.4
gb,huntley,Huntley,E6,,51.866667,-2.4
ph,maramba,Maramba,05,,13.11736,123.293094
mx,huajuapan,Huajuapan,20,47846,17.8,-97.766667
ne,larba birnon,Larba Birnon,09,,13.7036111,1.5588889
tr,mezraa,Mezraa,76,,38.183333,41.4
zr,lubango,Lubango,11,,0.0666667,29.7
gb,huntspill,Huntspill,M3,,51.205833,-2.988889
gb,hunwick,Hunwick,D8,,54.683333,-1.7
sn,keur mballo,Keur Mballo,07,,15.1166667,-16.3333333
il,shikun darom,Shikun Darom,02,,32.298321,34.85429
gb,hurcott,Hurcott,M3,,51.064722,-2.708889
us,ampere,Ampere,NJ,,40.7666667,-74.1952778
pe,querulpa hacienda,Querulpa Hacienda,04,,-16.1675,-72.4833333
ye,atharah,Atharah,06,,13.75,45.1166667
gb,hurlford,Hurlford,U4,,55.583333,-4.45
mx,el mezquite,El Mezquite,18,,20.933333,-104.683333
gb,hurn,Hurn,D6,,50.766667,-1.816667
it,groppallo,Groppallo,05,,44.7,9.6
pg,kongobip,Kongobip,06,,-5.3833333,141.5
th,ban rong chak,Ban Rong Chak,55,,13.66297,100.24914
it,zampi,Zampi,17,,46.383333,10.683333
gb,hurst green,Hurst Green,H2,,53.833333,-2.483333
gb,hurst,Hurst,Q2,,51.433333,-.85
id,semowo,Semowo,07,,-7.296389,110.553333
gb,hurstmonceux,Hurstmonceux,E2,,50.883333,.333333
mm,pengwa,Pengwa,02,,21.2166667,93.3
mg,anierana,Anierana,04,,-19.0666667,48.8833333
id,menti,Menti,30,,-6.7399,108.5104
ua,lotovka,Lotovka,09,,50.017258,27.184623
rs,kathereinfeld,Kathereinfeld,00,,45.458889,20.569167
se,harnas,Harnäs,21,,60.65,17.366667
us,camp luther,Camp Luther,OH,,41.9411111,-80.6466667
gf,susini,Susini,00,,4.9333333,-52.2833333
ir,ab anarak,Ab Anarak,15,,31.412517,50.007696
tr,kabak,Kabak,82,,40.912491,32.953211
gb,hutton henry,Hutton Henry,D8,,54.716667,-1.35
in,dhorkingaon,Dhorkingaon,16,,19.616667,75.366667
ru,vezhinka,Vezhinka,83,,55.833333,41.583333
ml,soro,Soro,07,,12.5083333,-7.7086111
gt,chuachituj,Chuachituj,21,,14.983333,-91.283333
gb,hutton,Hutton,T9,,55.766667,-2.15
id,tenggongan,Tenggongan,08,,-7.7987,112.3571
uz,mangit,Mangit,08,,38.7166667,65.9166667
hr,pavlovac,Pavlovac,08,,44.5152778,15.5313889
pl,grabice,Grabice,78,,51.921878,21.119623
th,ban nong khok khwai,Ban Nong Khok Khwai,32,,15.25,100.016667
gb,huyton with roby,Huyton with Roby,G9,,53.4,-2.85
ma,bachkoun,Bachkoun,55,,30.7,-7.28
id,buu,Buu,18,,-8.8965,120.9979
gb,hyde,Hyde,O1,31926,53.45,-2.083333
id,mentengan,Mentengan,07,,-7.443611,110.076944
gb,hykeham,Hykeham,H7,,53.183333,-.583333
gb,hyndfordbridge-end,Hyndfordbridge-end,W5,,55.666667,-3.733333
id,oloh,Oloh,08,,-8.1481,113.8506
pt,piodao,Piódão,07,,40.229573,-7.82448
ph,nebuya,Nebuya,56,,7.316667,124.3
id,tokopal,Tokopal,08,,-8.2554,113.8559
lr,tepenibli,Tepenibli,11,,6.2833333,-9.9333333
ro,santatelek,Santatelek,20,,46.533333,25.966667
ge,gordze,Gordze,07,,41.65,42.7666667
gb,ibstone,Ibstone,B9,,51.616667,-.9
us,bentleyville,Bentleyville,OH,,41.4130556,-81.4111111
ir,bon bid,Bon Bid,22,,28.3074,52
om,mudhairib,Mudhairib,04,,22.6125,58.6683333
jp,oku,Oku,01,,35.316667,136.766667
gb,ickleford,Ickleford,F8,,51.966667,-.266667
gb,icklesham,Icklesham,E2,,50.9,.666667
pl,bardno,Bardno,79,,50.481909,17.45661
ne,bala,Bala,04,,14.6166667,7.6666667
pt,regueirinha,Regueirinha,14,,39.087167,-9.081877
gb,idbury,Idbury,K2,,51.866667,-1.65
ru,krokholevskaya,Krokholevskaya,53,,55.1439,82.5469
ir,karsanak,Karsanak,03,,32.531826,50.470251
hr,lokve,Lokve,14,,43.9269444,16.5
lt,uzubaliu,Uzubaliu,60,,56.2169444,24.6677778
ru,krasnyy oktyabr,Krasnyy Oktyabr,70,,44.825,44.380556
ng,tungan dania,Tungan Dania,40,,11.627457,4.198152
gb,idmiston,Idmiston,P8,,51.133333,-1.716667
gb,idridgehay,Idridgehay,D3,,53.033333,-1.566667
gb,idrigil,Idrigil,V3,,57.6,-6.383333
gb,idstone,Idstone,K2,,51.55,-1.616667
pk,sufan malah,Sufan Malah,05,,24.504202,68.386935
in,balliguda,Balliguda,21,,20.2,83.916667
ir,qal`eh-e najafi,Qal`eh-e Najafi,28,,32.512778,51.798333
my,kampong matang acheh,Kampong Matang Acheh,07,,4.519,100.6725
jp,saimoda-bokujo,Saimoda-bokujo,12,,44.95,141.716667
gb,waldron,Waldron,E2,,50.933333,.2
ly,dar al kish,Dar al Kish,54,,32.1,20.0666667
nl,brunsum,Brunsum,05,,50.95,5.966667
th,amphoe lam sonthi,Amphoe Lam Sonthi,34,,15.301541,101.363654
gb,ilfracombe,Ilfracombe,D4,10486,51.216667,-4.116667
id,rejonegoro,Rejonegoro,34,,.6271,122.5916
gb,ilketshall,Ilketshall,N5,,52.433333,1.5
vn,thon ha trung mot,Thon Ha Trung Mot,04,,16.366667,107.833333
lk,henapola,Henapola,32,,7.4166667,80.2833333
mm,hpalonhsi,Hpalonhsi,11,,21.35,97.4833333
id,kasakan,Kasakan,07,,-7.696389,109.88
us,chelsea,Chelsea,WI,,45.2902778,-90.3072222
gb,illston,Illston,H5,,52.583333,-.95
ru,borovoye,Borovoye,56,,53.457809,35.855996
gb,ilmington,Ilmington,P3,,52.083333,-1.683333
gb,ilminster,Ilminster,M3,,50.933333,-2.916667
id,romangpulung,Romangpulung,38,,-5.2011,119.4817
gb,ilston,Ilston,Z1,,51.592222,-4.087222
hu,melaniatanya,Melániatanya,10,,47.591969,21.875213
gb,iltracombe,Iltracombe,D4,,51.216667,-4.116667
pl,skomorochy male,Skomorochy Male,75,,50.83722,23.502776
ge,beglevi,Beglevi,61,,42.2036111,43.1719444
ir,darkovin,Darkovin,36,,36.3139,48.1405
mx,tepatlan,Tepatlán,30,,21.3,-98.25
pk,goth aszio kolhi,Goth Aszio Kolhi,05,,25.150717,68.498654
rs,pecenice,Pecenice,00,,43.875278,19.340556
id,giananyar,Giananyar,30,,-6.5175,107.461389
ng,asue,Asue,26,,7.6802,8.8726
kp,sochon,Sochon,06,,38.2625,124.9463889
us,kingsley,Kingsley,PA,,41.7597222,-75.7525000
ru,bolshoye syrokvashino,Bolshoye Syrokvashino,69,,55.387,32.2878
gb,inchmarlo,Inchmarlo,T6,,57.066667,-2.55
gb,inchmill,Inchmill,T7,,56.783333,-3.1
ir,hajji mamian,Hajji Mamian,01,,36.6841,45.6633
ws,asaga,Asaga,00,337,-13.5833333,-172.1333333
pl,konieczno,Konieczno,84,,50.790259,20.034039
kp,songjongkol,Songjongkol,15,,39.4827778,126.2169444
gb,inellan,Inellan,T8,,55.883333,-4.966667
gb,ingatestone and fryering,Ingatestone and Fryering,E4,,51.666667,.383333
ua,borba,Borba,11,,45.473793,34.128594
ua,lyubashevka,Lyubashëvka,17,,47.837157,30.259763
ng,kwari kwasa,Kwari Kwasa,40,,11.844549,4.417414
id,kerthabhuana kaja,Kerthabhuana Kaja,02,,-8.643,115.2253
gb,ingham,Ingham,H7,,53.333333,-.583333
ve,la chara,La Chara,21,,9.8266667,-70.4061111
lk,etallewa,Etallewa,30,,8.3666667,80.2
gb,ingleby,Ingleby,J7,,54.433333,-1.1
lt,zapal'skyu,Zapal'skyu,61,,55.9333333,23.45
gb,inglewhite,Inglewhite,H2,,53.85,-2.7
jp,hodogayacho,Hodogayacho,19,,35.45,139.6
us,south richford,South Richford,VT,,44.9341667,-72.6522222
gb,ingoldisthorpe,Ingoldisthorpe,I9,,52.866667,.516667
gb,ingoldmells,Ingoldmells,H7,,53.183333,.333333
nl,vosseburen,Vosseburen,02,,53.018485,6.115226
gb,ingram,Ingram,J6,,55.433333,-1.966667
us,buck creek landing,Buck Creek Landing,OK,,34.0263889,-94.5113889
vn,hy duyet,Hy Duyet,04,,17.633333,106.483333
gb,ingworth,Ingworth,I9,,52.816667,1.283333
tr,sariagac,Sariagac,81,,37.456929,35.535357
zm,sikatema,Sikatema,03,,-15.9166667,24.8833333
gb,inkberrow,Inkberrow,Q4,,52.2,-1.966667
in,jabwal khurd,Jabwal Khurd,12,,32.490931,74.748772
us,glacier colony,Glacier Colony,MT,,48.8327778,-112.2180556
mm,wumpo,Wumpo,12,,14.3833333,98.15
ir,yam cheshmeh,Yam Cheshmeh,38,,35.9498,49.3801
mx,salamanca,Salamanca,06,,27.25,-105.616667
ly,zauiet umm er-rzem,Zàuiet Umm er-Rzem,55,,32.5333333,23.0
gb,innerwick,Innerwick,U6,,55.95,-2.416667
ru,pervaya kayancha,Pervaya Kayancha,03,,50.816667,86.4
ua,odayi,Odayi,17,,47.505094,29.430103
id,tongguronsibebe 2,Tongguronsibebe 2,26,,2.7497,99.1463
ir,dadabad-e sofla,Dadabad-e Sofla,23,,33.301547,48.184941
lt,jonelaiciai,Jonelaiciai,63,,55.65,22.3666667
no,rosseland,Rosseland,07,,60.5675,5.053333
ir,tabailak,Tabailak,42,,36.397928,57.892702
gb,inveralligin,Inveralligin,V3,,57.55,-5.6
gr,koukounara,Koukounará,43,,35.45,23.6833333
gb,inveran,Inveran,V3,,57.933333,-4.4
gb,inveraray,Inveraray,T8,568,56.233333,-5.066667
mx,el rebote,El Rebote,28,,26.65,-99.25
ru,yepishina,Yepishina,90,,59.425781,56.207457
gb,inverasdale,Inverasdale,V3,,57.8,-5.65
id,pranti kidul,Pranti Kidul,08,,-7.6691,112.7105
gb,inverbroom,Inverbroom,V3,,57.8,-5.05
us,jewell,Jewell,NY,,43.2244444,-75.8069444
ni,la montanita,La Montañita,01,,12.25,-85.0666667
gb,inverchaolain,Inverchaolain,T8,,55.933333,-5.05
nl,giesendam,Giesendam,11,,51.825702,4.822713
th,ban bue ra ngae,Ban Bue Ra Ngae,69,,6.628945,101.453667
gb,invercoe,Invercoe,V3,,56.683333,-5.1
ma,ihammarane,Ihammarane,57,,35.433066,-5.226704
pe,callara,Callara,05,,-15.3333333,-73.5666667
tr,harapseref,Harapseref,80,,37.350833,41.863056
mx,puente negro,Puente Negro,07,,27.966667,-101.016667
ru,maskali,Maskali,90,,60.096879,54.924109
gb,invergelder,Invergelder,T6,,57.016667,-3.266667
pe,pistala,Pistala,23,,-17.4908333,-70.0863889
kz,miyaly,Miyaly,04,,47.358611,55.572222
gb,invergowrie,Invergowrie,W1,,56.45,-3.05
in,bane ka nagla,Bane ka Nagla,36,,26.9203,79.1926
id,dusun empat pontodon,Dusun Empat Pontodon,31,,.7704,124.3301
ru,kura-tsitse,Kura-Tsitse,38,,44.487222,39.345
id,cingkrang wetan,Cingkrang Wetan,07,,-7.636111,109.634722
gb,inverinan beag,Inverinan Beag,T8,,56.3,-5.233333
pk,hussainabad colony,Hussainabad Colony,05,,24.853,67.2054
gb,inverinate,Inverinate,V3,,57.233333,-5.466667
gb,inver,Inver,T6,,57.016667,-3.25
vn,snarr ett,Snarr Ett,07,,12.05,107.966667
ng,ikoneto,Ikoneto,22,,5.059717,8.157577
ni,las nocas,Las Ñocas,04,,11.8666667,-85.2666667
lk,rittawela,Rittawela,35,,7.3666667,81.15
gb,inverkeithny,Inverkeithny,T6,,57.5,-2.616667
th,ban noen tua,Ban Noen Tua,46,,13.511306,101.150834
ru,chuinchi-chupanovo,Chuinchi-Chupanovo,08,,52.4429,57.0623
la,ban sancho-noy,Ban Sancho-Noy,14,,19.506111,103.538611
gb,inverlaidnan,Inverlaidnan,V3,,57.266667,-3.883333
kr,nunggol,Nunggol,05,,36.2888,127.5184
gb,inver mallie,Inver Mallie,V3,,56.95,-5.066667
gb,invermearan,Invermearan,W1,,56.533333,-4.566667
gb,invermeran,Invermeran,W1,,56.533333,-4.566667
ru,dalnyaya polyana,Dalnyaya Polyana,53,,56.039167,82.560833
ru,khotisino,Khotisino,25,,53.942756,35.029369
gb,invermoriston,Invermoriston,V3,,57.216667,-4.633333
th,ban ong rong,Ban Ong Rong,06,,17.883333,99.4
gb,invernaver,Invernaver,V3,,58.5,-4.216667
us,waysons trailer park,Waysons Trailer Park,MD,,38.8136111,-76.7055556
gb,inverness,Inverness,V3,40755,57.466667,-4.233333
na,driehoek,Driehoek,38,,-18.8166667,18.0833333
gb,invernoaden,Invernoaden,T8,,56.133333,-5.016667
in,jagnewa,Jagnewa,36,,26.1935,79.362
tz,liwale chini,Liwale Chini,00,,-9.6833333,38.0166667
pe,ausahuache,Ausahuache,04,,-15.095,-72.4266667
gb,invershin,Invershin,V3,,57.933333,-4.4
ru,pulovyevo,Pulovyevo,37,,57.584923,41.195444
th,ban farang,Ban Farang,61,,8.262666,98.320806
ml,zamala,Zamala,00,,14.55,-8.5
lb,abou halqa,Abou Halqa,03,,34.4166667,35.8333333
us,lake city,Lake City,TX,,28.0791667,-97.8855556
id,gobang,Gobang,08,,-7.8744,111.4217
us,finneytown,Finneytown,OH,13545,39.2002778,-84.5205556
gy,dawa,Dawa,16,,7.2,-58.6
pk,ali sher jaskani,Ali Sher Jaskani,05,,28.040614,69.340637
lk,endiriyanwala,Endiriyanwala,33,,6.8333333,80.3666667
zr,kapasa,Kapasa,00,,-5.2833333,25.55
id,tjipakoe-girang,Tjipakoe-girang,30,,-7.2162,108.3297
ru,nizhneye kolpakovo,Nizhneye Kolpakovo,92,,54.65,155.8
gb,irby upon humber,Irby upon Humber,J2,,53.516667,-.2
id,ngandong,Ngandong,08,,-7.4737,111.7606
za,klondyke,Klondyke,05,,-31.21683,29.508041
gb,ireleth,Ireleth,C9,,54.183333,-3.183333
gb,ireton wood,Ireton Wood,D3,,53.016667,-1.583333
ge,chalovani verkhniye,Chalovani Verkhniye,14,,42.3808333,43.2547222
gb,irish town,Irish Town,T3,,54.716667,-7.133333
gb,sinnington,Sinnington,J7,,54.25,-.85
tr,muratli,Muratli,57,,41.394503,34.845681
uz,kul'dzhapskent,Kul'dzhapskent,14,,41.0175,69.1166667
ne,gidan jalo,Gidan Jalo,04,,13.9833333,7.5666667
kz,podpusk,Podpusk,11,,51.303056,77.9875
ru,beloozero,Beloozero,65,,53.441002,50.363051
ir,sar kuraki,Sar Kuraki,05,,30.992635,51.09708
kr,nakkogae,Nakkogae,03,,35.416667,127.416667
vn,chong bat,Chong Bát,67,,9.733611,106.355833
gb,isginn,Isginn,W8,,58.016667,-6.533333
gb,isham,Isham,J1,,52.35,-.7
gb,isle brewers,Isle Brewers,M3,,50.983333,-2.9
gb,isleham,Isleham,C3,,52.333333,.416667
ma,rhouibate kortba,Rhouibate Kortba,52,,34.68,-5.346488
ir,ahsham-e hoseyn mohammad-e hajji,Ahsham-e Hoseyn Mohammad-e Hajji,22,,28.9949,51.2639
gb,isle of portland,Isle of Portland,D6,,50.55,-2.433333
zr,lumina,Lumina,05,,-12.55,28.4666667
tr,kindik,Kindik,58,,40.075556,38.5475
sl,mabar,Mabar,02,,8.55,-11.9166667
ua,moloshkovitse,Moloshkovitse,15,,49.886168,23.553834
my,kalamahan,Kalamahan,16,,6.783333,116.7
gb,islington,Islington,G3,,51.533333,-.1
gb,islip,Islip,J1,,52.383333,-.533333
gb,islip,Islip,K2,,51.816667,-1.233333
iq,musqalat,Musqalat,15,,36.5922222,43.0436111
gb,itchen,Itchen,M4,,50.9,-1.383333
id,nambahrejo,Nambahrejo,15,,-5.030967,105.289403
th,ban nong khuek,Ban Nong Khuek,03,,19.789972,99.753389
gr,kipoureion,Kipoureíon,10,,39.9525,21.3608333
pl,trzcianka kolonia,Trzcianka Kolonia,84,,50.475423,21.401629
id,lelemer,Lelemer,17,,-8.4968,116.5507
gb,iver,Iver,B9,,51.5,-.5
mn,tuvshruuleh,Tüvshrüüleh,01,,47.3833333,101.8833333
ph,matinik,Matinik,H2,,13.941,122.2467
zr,soli,Soli,07,,-3.2666667,29.1166667
gb,iwade,Iwade,G5,,51.366667,.733333
tr,karli,Karli,70,,37.499518,44.238882
gb,iwerne minster,Iwerne Minster,D6,,50.933333,-2.183333
gb,ixworth,Ixworth,N5,,52.3,.833333
tr,silahdar,Silâhdar,38,,39.074921,35.638737
ir,mil-i-rustam,Mil-i-Rustam,07,,29.6,51.583333
gb,jacobstow,Jacobstow,C6,,50.733333,-4.55
lb,libbaya,Libbaya,01,,33.4802778,35.7236111
zr,pidi-kata,Pidi-Kata,02,,-5.25,19.9
id,sriti,Sriti,08,,-7.6378,111.5138
pt,sao sebastiao,São Sebastião,18,,39.503094,-8.095583
ru,takarazawa-shokuminchi,Takarazawa-shokuminchi,64,,48.033333,142.333333
mx,solusuchiapa,Solusuchiapa,05,,17.433333,-93.05
ir,tonekabon,Tonekabon,35,37504,36.816259,50.873763
gb,jedburgh,Jedburgh,T9,4045,55.466667,-2.566667
gb,jedburg,Jedburg,T9,,55.466667,-2.566667
ht,mexi,Méxi,12,,18.2166667,-73.0666667
rs,velika njiva,Velika Njiva,00,,43.525278,19.421111
ua,pesochin,Pesochin,07,,49.956423,36.108406
ly,al-jof,Al-Jof,08,,24.2,23.3
